股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
852,江钻股份,国有企业,江汉石油钻头股份有限公司,Kingdream Public Limited Company,专用设备制造,"40,040万元",张召平,湖北,湖北省武汉市东湖新技术开发区庙山小区华工园一路5号,www.kingdream.com.cn,王一兵,027-87925236,security@kingdream.com,1998/9/28,1998/11/26,"23,750万元
            ","4.75元
            ","13.50%
            "
856,冀东装备,国有相对控股企业,唐山冀东装备工程股份有限公司,"Tangshan Jidong Equipment And Engineering Co.,ltd.",专用设备制造,"22,700万元",张增光,河北,河北省唐山市路北区大庆道1号,www.jdzbgc.com,朱凤春,0315-8216998,tsjdzbgc@126.com,1998/6/16,1998/8/13,"17,900万元
            ","3.58元
            ","15.00%
            "
858,五 粮 液,国有企业,宜宾五粮液股份有限公司,"Wuliangye Yibin Co.,ltd.",茶酒饮料,"379,597万元",刘中国,四川,四川省宜宾市翠屏区岷江西路150号,www.wuliangye.com.cn,彭智辅,0831-3566938,000858-wly@sohu.com,1998/4/21,1998/4/27,"118,160万元
            ","14.77元
            ","13.00%
            "
859,国风塑业,国有相对控股企业,安徽国风塑业股份有限公司,"Anhui Guofeng Plastic Industry Co.,Ltd.",橡胶塑料,"56,881万元",黄琼宜,安徽,安徽省合肥市高新技术产业开发区天智路36号,www.guofeng.com,胡静,0551-62753527,ir@guofeng.com,1998/9/23,1998/11/19,"29,100万元
            ","4.85元
            ","14.20%
            "
860,顺鑫农业,国有相对控股企业,北京顺鑫农业股份有限公司,"Beijing Shunxin Agriculture Co.,Ltd.",粮食加工,"57,059万元",王泽,北京,北京市顺义区站前街1号院1号楼顺鑫国际商务中心12层,www.000860.com,安元芝,010-69420860,ayz001@sina.com,1998/9/21,1998/11/4,"41,300万元
            ","5.90元
            ","13.74%
            "
861,海印股份,民营相对控股企业,广东海印集团股份有限公司,"Guangdong Highsun Group Co.,Ltd.",租赁和商务,"118,414万元",邵建明,广东,广东省广州市越秀区东华南路98号海印中心,www.000861.com,潘尉,020-28828222,IR000861@163.com,1992/12/26,1998/10/28,"6,488万元
            ","5.19元
            ","15.00%
            "
862,银星能源,国有企业,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",通用设备制造,"54,163万元",许峰,宁夏,宁夏回族自治区银川市西夏区六盘山西路166号,www.nxyxny.com.cn,刘伟盛,0951-2051879,wylws0862@sina.com,1998/6/28,1998/9/15,"29,220万元
            ","4.87元
            ","14.30%
            "
863,三湘股份,民营相对控股企业,三湘股份有限公司,"Sanxiang Co.,ltd.",房地产业,"92,848万元",黄辉,上海,上海市杨浦区逸仙路333号,www.sxgf.com,徐玉,021-65364018,sxgf000863@sxgf.com,1994/1/20,1997/9/25,"7,540万元
            ","5.80元
            ","14.60%
            "
868,安凯客车,国有相对控股企业,安徽安凯汽车股份有限公司,"Anhui Ankai Automobile Co.,Ltd.",汽车制造,"69,557万元",戴茂方,安徽,安徽省合肥市包河区葛淝路1号,www.ankai.com,李永祥,0551-62297712,zqb@ankai.com,1997/7/22,1997/7/25,"34,140万元
            ","5.69元
            ","16.20%
            "
869,张  裕Ａ,民营相对控股企业,烟台张裕葡萄酿酒股份有限公司,Yantai Changyu Pioneer Wine Company Limited,茶酒饮料,"68,546万元",孙利强,山东,山东省烟台市大马路56号,www.changyu.com.cn,曲为民,0535-6633658,quwm@changyu.com.cn,1997/4/24,1997/9/23,"--万元
            ","--元
            ","--%
            "
875,吉电股份,国有相对控股企业,吉林电力股份有限公司,"Jilin Power Share Co.,Ltd.",水电燃气,"146,061万元",陶新建,吉林,吉林省长春市人民大街9699号,www.cpijl.com,宋新阳,0431-81150815,jdgf875@cpijl.com,1993/4/28,2002/9/26,"172,140万元
            ","4.53元
            ","0.00%
            "
876,新 希 望,民营企业,新希望六和股份有限公司,"New Hope Liuhe Co.,ltd.",粮食加工,"208,412万元",刘畅,四川,四川省成都市锦江工业园区金石路376号,www.newhopeagri.com,向川,028-82000876,000876@newhope.cn,1998/3/4,1998/3/11,"27,600万元
            ","6.90元
            ","14.00%
            "
877,天山股份,国有相对控股企业,新疆天山水泥股份有限公司,"Xinjiang Tianshan Cement Co.,Ltd.",非金属制品,"88,010万元",张丽荣,新疆,新疆乌鲁木齐市河北东路1256号天合大厦,www.sinoma-tianshan.cn,刘洪涛,0991-6686798,liuhongtao@sinoma-tianshan.cn,1998/11/18,1999/1/7,"26,450万元
            ","5.29元
            ","14.50%
            "
878,云南铜业,国有企业,云南铜业股份有限公司,"Yunnan Copper Co.,Ltd.",有色金属,"141,640万元",武建强,云南,云南省昆明市人民东路111号,www.yunnan-copper.com,彭捍东,0871-63106732,ytdm@yunnancopper.com,1998/5/15,1998/6/2,"75,120万元
            ","6.26元
            ","14.90%
            "
880,潍柴重机,国有企业,潍柴重机股份有限公司,"Weichai Heavy Machinery Co.,Ltd.",通用设备制造,"27,610万元",徐宏,山东,山东省潍坊市滨海经济技术开发区富海大街17号,www.weichaihm.com,华观发,0536-2098018,huagf@weichaihm.com,1993/6/28,1998/4/2,"29,675万元
            ","11.87元
            ","14.30%
            "
881,大连国际,民营相对控股企业,中国大连国际合作(集团)股份有限公司,China Dalian International Cooperation (Group) Holdings Ltd.,综合,"30,892万元",朱明义,辽宁,大连市西岗区黄河路219号外经贸大厦,www.cdigstock.com,崔巧会,0411-83780358,cuiqiaohui@china-cdig.com,1993/4/17,1998/9/2,"24,500万元
            ","7.00元
            ","14.40%
            "
882,华联股份,民营企业,北京华联商厦股份有限公司,"Beijing Hualian Department Store Co.,Ltd.",房地产业,"222,609万元",赵国清,北京,北京市大兴区青云店镇祥云路北四条208号创新中心2号楼三层办公区,www.bhgmall.com.cn,周剑军,010-57391951,hlgf000882@sina.com,1997/11/14,1998/6/16,"14,400万元
            ","3.20元
            ","15.00%
            "
883,湖北能源,国有企业,湖北能源集团股份有限公司,"HuBei Energy Group Co.,Ltd.",水电燃气,"534,875万元",肖宏江,湖北,湖北省武汉市武昌区徐东大街96号,www.hbny.com.cn,周江,027-86621100,zq@hbny.com.cn,1993/3/9,1998/5/19,"31,900万元
            ","6.38元
            ","14.00%
            "
885,同力水泥,国有企业,河南同力水泥股份有限公司,"Henan Tongli Cement Co.,ltd.",非金属制品,"47,480万元",郭海泉,河南,郑州市农业路41号投资大厦A座8、9层,www.tlcement.com,侯绍民,0371-69158113,tlsn000885@163.com,1997/10/31,1999/3/19,"42,480万元
            ","7.08元
            ","15.50%
            "
886,海南高速,国有相对控股企业,海南高速公路股份有限公司,"Hainan Expressway Co.,Ltd.",房地产业,"98,883万元",温国明,海南,海南省海口市蓝天路16号高速公路大楼,www.hi-expressway.com,陈求仲,0898-66768394,hainangaosu@126.com,1993/8/17,1998/1/23,"45,584万元
            ","5.92元
            ","14.50%
            "
887,中鼎股份,民营相对控股企业,安徽中鼎密封件股份有限公司,"Anhui Zhongding Sealing Parts Co.,Ltd.",橡胶塑料,"111,549万元",夏鼎湖,安徽,安徽省宁国市经济技术开发区,www.zhongdinggroup.com,饶建民,0563-4181887,rjm@zhongdinggroup.com,1998/10/23,1998/12/3,"26,720万元
            ","6.68元
            ","14.50%
            "
888,峨眉山Ａ,国有相对控股企业,峨眉山旅游股份有限公司,Emei Shan Tourism Company Limited,旅游环境,"26,346万元",马元祝,四川,四川省峨眉山市名山南路41号,www.ems517.com,张华仙,0833-5528075,000888@ems517.com,1997/10/9,1997/10/21,"27,040万元
            ","6.76元
            ","14.90%
            "
889,茂业物流,民营相对控股企业,茂业物流股份有限公司,Maoye Logistics Corporation Ltd.,批发零售,"62,183万元",刘宏,河北,秦皇岛市河北大街146号金原国际商务大厦,www.hlsc.com.cn,焦海青,0335-3733868,hqjiao@sohu.com,1997/5/16,1997/12/18,"11,340万元
            ","3.78元
            ","14.50%
            "
890,法 尔 胜,民营企业,江苏法尔胜股份有限公司,Jiangsu Fasten Company Limited,金属制品,"37,964万元",蒋纬球,江苏,江苏省江阴市澄江中路165号,www.fasten.com.cn,张文栋,0510-86119890,zhang_wendong@chinafasten.com,1993/6/30,1999/1/19,"38,400万元
            ","6.40元
            ","12.40%
            "
892,星美联合,民营相对控股企业,星美联合股份有限公司,Stellar Megaunion Corporation,信息技术,"41,388万元",何家盛,重庆,重庆市江北区北城天街15号富力海洋广场6幢2201室,--,徐虹,023-88639066,stellarmegaunion@aliyun.com,1997/11/16,1999/1/15,"25,000万元
            ","5.00元
            ","14.50%
            "
893,东凌粮油,民营企业,广州东凌粮油股份有限公司,"Donlinks Grain & Oil Co.,Ltd.",粮食加工,"40,767万元",赖宁昌,广东,广东省广州市珠江新城珠江东路32号利通广场29楼,www.dongling.cn,程晓娜,020-85506292,stock@dongling.cn,1998/10/27,1998/12/24,"25,707万元
            ","4.51元
            ","14.50%
            "
895,双汇发展,中外合资企业,河南双汇投资发展股份有限公司,"Henan Shuanghui Investment & Development Co.,Ltd.",粮食加工,"220,058万元",万隆,河南,河南省漯河市双汇路1号双汇大厦,www.shuanghui.net,祁勇耀,0395-2676158,0895@shuanghui.net,1998/10/15,1998/12/10,"31,200万元
            ","6.24元
            ","14.30%
            "
897,津滨发展,国有相对控股企业,天津津滨发展股份有限公司,"Tianjin Jinbin Development Co.,ltd.",房地产业,"161,727万元",华志忠,天津,天津经济技术开发区黄海路98号津滨杰座2区B座,WWW.JBDC.COM.CN,于志丹,022-66223200,JBDSH@STARINFO.NET.CN,1998/12/31,1999/4/22,"32,550万元
            ","4.65元
            ","18.00%
            "
898,鞍钢股份,国有企业,鞍钢股份有限公司,Angang Steel Company Limited,黑色金属,"723,481万元",张晓刚,辽宁,辽宁省鞍山市铁西区鞍钢厂区,www.ansteel.com.cn,马连勇,0412-6734878,malianyong@ansteel.com.cn,1997/5/8,1997/12/25,"145,070万元
            ","1.63元
            ","--%
            "
899,赣能股份,国有企业,江西赣能股份有限公司,"Jiangxi Ganneng Co.,Ltd.",水电燃气,"64,668万元",姚迪明,江西,江西省南昌市高新技术开发区火炬大街199号,www.000899.com,李声意,0791-88109899,ganneng@000899.com,1997/11/4,1997/11/26,"59,684万元
            ","6.94元
            ","13.60%
            "
900,现代投资,国有相对控股企业,现代投资股份有限公司,"Xiandai Investment Co.,Ltd.",交通物流,"101,189万元",宋伟杰,湖南,湖南省长沙市天心区芙蓉南路二段128号现代广场写字楼7、8、9楼,www.xdtz.net,马玉国,0731-88749800,dongban@xdtz.net,1993/5/27,1999/1/28,"83,600万元
            ","10.45元
            ","18.00%
            "
901,航天科技,国有相对控股企业,航天科技控股集团股份有限公司,"Aerospace Hi-Tech Holding Group Co.,Ltd.",交运设备,"32,362万元",郭友智,黑龙江,北京市丰台区科学城海鹰路1号海鹰科技大厦15、16层,www.as-hitech.com,王玉伟,010-83636110,yuwei0901@163.com,1999/1/27,1999/4/1,"18,600万元
            ","6.20元
            ","15.27%
            "
902,新洋丰,民营相对控股企业,湖北新洋丰肥业股份有限公司,"Hubei Xinyangfeng Fertilizer Co.,Ltd.",化学制品,"60,179万元",杨才学,湖北,湖北省荆门市月亮湖北路附7号,www.xinyf.com,宋帆,0724-8706677,zjswb@hbyf.com.cn,1999/3/3,1999/4/8,"30,745万元
            ","4.73元
            ","17.50%
            "
903,云内动力,国有相对控股企业,昆明云内动力股份有限公司,"Kunming Yunnei Power Co.,Ltd.",通用设备制造,"79,901万元",,云南,云南省昆明经济技术开发区经景路66号,www.yunneidongli.com,翟建峰,0871-65625802,assets@yunneidongli.com,1999/3/8,1999/4/15,"38,880万元
            ","6.48元
            ","18.00%
            "
905,厦门港务,国有企业,厦门港务发展股份有限公司,"Xiamen Port Development Co.,Ltd.",交通物流,"53,100万元",柯东,福建,福建省厦门市湖里区东港北路31号港务大厦20层,www.xmgw.com.cn,刘翔,0592-5826220,liux@xmgw.com.cn,1999/4/21,1999/4/29,"52,535万元
            ","5.53元
            ","18.50%
            "
906,物产中拓,国有企业,物产中拓股份有限公司,"Zhejiang Materials Development Co.,Ltd.",批发零售,"33,061万元",袁仁军,湖南,湖南省长沙市芙蓉区五一大道235号湘域中央1栋3-4楼,www.zmd.com.cn,潘洁,0731-84588390,panj@zmd.com.cn,1999/4/12,1999/7/7,"16,100万元
            ","4.60元
            ","17.53%
            "
908,天一科技,民营相对控股企业,湖南天一科技股份有限公司,"Hunan Tianyi Science And Technology Co.,Ltd.",通用设备制造,"73,851万元",叶湘武,湖南,湖南省长沙市韶山北路338号华盛花园3栋7层,www.hntane.com,欧阳艳丽,0731-88913276,if@jfzhiyao.com,1998/12/18,1999/2/3,"26,055万元
            ","5.79元
            ","17.80%
            "
909,数源科技,国有企业,数源科技股份有限公司,"Soyea Technology Co.,Ltd.",综合,"29,400万元",章国经,浙江,杭州市西湖区教工路一号,www.soyea.com.cn,丁毅,0571-88271018,stock@soyea.com.cn,1998/7/2,1999/5/7,"31,080万元
            ","5.18元
            ","17.00%
            "
910,大亚科技,民营相对控股企业,大亚科技股份有限公司,"Dare Technology Co.,Ltd.",木材加工,"52,750万元",陈兴康,江苏,江苏省丹阳经济技术开发区金陵西路95号,www.dareglobal.com.cn,宋立柱,0511-86981046,slzdy@cndare.com,1999/4/20,1999/6/30,"50,000万元
            ","6.25元
            ","17.50%
            "
911,南宁糖业,国有相对控股企业,南宁糖业股份有限公司,"Nanning Sugar Industry Co.,Ltd.",粮食加工,"28,664万元",肖凌,广西,广西壮族自治区南宁市国凯大道9号1号楼,www.nnsugar.com,王国庆,0771-4914317,zqb911@sina.com,1999/5/14,1999/5/27,"23,576万元
            ","4.21元
            ","16.80%
            "
912,泸 天 化,国有企业,四川泸天化股份有限公司,"Sichuan Lutianhua Co.,Ltd.",化学制品,"58,500万元",邹仲平,四川,四川省泸州市纳溪区,www.sclth.com,张斌,0830-4125103,zbb911@163.com,1999/4/29,1999/6/3,"89,700万元
            ","5.98元
            ","14.50%
            "
913,钱江摩托,国有相对控股企业,浙江钱江摩托股份有限公司,"Zhejiang Qianjiang Motorcycle Co.,Ltd.",交运设备,"45,354万元",林华中,浙江,浙江省温岭市经济开发区,www.qjmotor.com,王海斌,0576-86192111,office@qjmotor.com,1999/3/28,1999/5/14,"34,970万元
            ","5.38元
            ","18.18%
            "
915,山大华特,国有相对控股企业,山东山大华特科技股份有限公司,"Shandong Shanda Wit Science And Technology Co.,Ltd.",医药制造,"18,025万元",张兆亮,山东,济南市经十路17703号华特广场,www.sd-wit.com,范智胜,0531-85198600,fzs@sd-wit.com,1993/6/26,1999/6/9,"14,040万元
            ","4.68元
            ","16.80%
            "
916,华北高速,国有企业,华北高速公路股份有限公司,"Huabei Expressway Co.,Ltd.",交通物流,"109,000万元",郑海军,北京,北京市经济技术开发区东环北路9号,www.hbgsgl.com.cn,郝继业,010-58021999,hbgs000916@sina.com,1999/9/6,1999/9/27,"129,880万元
            ","3.82元
            ","23.73%
            "
917,电广传媒,国有相对控股企业,湖南电广传媒股份有限公司,"Hunan Tv&Broadcast; Intermediary Co.,Ltd.",信息技术,"141,756万元",龙秋云,湖南,湖南省长沙市浏阳河大桥东湖南金鹰影视文化城,www.tik.com.cn,廖朝晖,0731-84252333-8371,dgcm@tik.com.cn,1998/4/20,1999/3/25,"45,900万元
            ","9.18元
            ","17.20%
            "
